./instagram/instagram_images/001.jpg, ./facebook_images/0000_184096565021911_1035057923259100.jpg, 0, 1035057923259100, no factual content, 5749.538590, 0.129265
./instagram/instagram_images/001.jpg, ./facebook_images/0001_184096565021911_1035269309904628.jpg, 1, 1035269309904628, mostly true, 8542.315016, 0.079386
./instagram/instagram_images/001.jpg, ./facebook_images/0002_184096565021911_1035305953234297.jpg, 2, 1035305953234297, mostly true, 29697.455103, 0.075359
./instagram/instagram_images/001.jpg, ./facebook_images/0003_184096565021911_1035322636565962.jpg, 3, 1035322636565962, mostly true, 9060.711382, 0.047658
./instagram/instagram_images/001.jpg, ./facebook_images/0004_184096565021911_1035352946562931.jpg, 4, 1035352946562931, mostly true, 13442.042361, 0.094405
./instagram/instagram_images/001.jpg, ./facebook_images/0005_184096565021911_1035366579894901.jpg, 5, 1035366579894901, mostly true, 5291.513734, 0.146951
./instagram/instagram_images/001.jpg, ./facebook_images/0006_184096565021911_1035411183223774.jpg, 6, 1035411183223774, mostly true, 10090.908643, 0.098662
./instagram/instagram_images/001.jpg, ./facebook_images/0007_184096565021911_1035430716555154.jpg, 7, 1035430716555154, mostly true, 6468.660241, 0.100824
./instagram/instagram_images/001.jpg, ./facebook_images/0008_184096565021911_1035451683219724.jpg, 8, 1035451683219724, mostly true, 8724.636857, 0.098085
./instagram/instagram_images/001.jpg, ./facebook_images/0009_184096565021911_1035453279886231.jpg, 9, 1035453279886231, mostly true, 5229.813829, 0.148714
./instagram/instagram_images/001.jpg, ./facebook_images/0010_184096565021911_1035456253219267.jpg, 10, 1035456253219267, mostly true, 8858.141890, 0.105208
./instagram/instagram_images/001.jpg, ./facebook_images/0011_184096565021911_1035489746549251.jpg, 11, 1035489746549251, mostly true, 7740.219929, 0.077162
./instagram/instagram_images/001.jpg, ./facebook_images/0012_184096565021911_1035491416549084.jpg, 12, 1035491416549084, mostly true, 5712.723812, 0.110478
./instagram/instagram_images/001.jpg, ./facebook_images/0013_184096565021911_1035503133214579.jpg, 13, 1035503133214579, mostly true, 7740.219929, 0.077162
./instagram/instagram_images/001.jpg, ./facebook_images/0014_184096565021911_1035527713212121.jpg, 14, 1035527713212121, mostly true, 5242.857658, 0.123199
./instagram/instagram_images/001.jpg, ./facebook_images/0015_184096565021911_1035532526544973.jpg, 15, 1035532526544973, mostly true, 10633.117437, 0.110858
./instagram/instagram_images/001.jpg, ./facebook_images/0016_184096565021911_1035558749875684.jpg, 16, 1035558749875684, no factual content, 7779.366413, 0.091107
./instagram/instagram_images/001.jpg, ./facebook_images/0017_184096565021911_1035572169874342.jpg, 17, 1035572169874342, mostly true, 7783.859219, 0.105746
./instagram/instagram_images/001.jpg, ./facebook_images/0018_184096565021911_1035592746538951.jpg, 18, 1035592746538951, mostly true, 8098.292401, 0.112040
./instagram/instagram_images/001.jpg, ./facebook_images/0019_184096565021911_1035595553205337.jpg, 19, 1035595553205337, mostly true, 9108.303577, 0.048983
./instagram/instagram_images/001.jpg, ./facebook_images/0020_184096565021911_1035619779869581.jpg, 20, 1035619779869581, mostly true, 8015.439578, 0.104616
./instagram/instagram_images/001.jpg, ./facebook_images/0022_184096565021911_1035656723199220.jpg, 22, 1035656723199220, mostly true, 6296.948725, 0.103424
./instagram/instagram_images/001.jpg, ./facebook_images/0024_184096565021911_1035679109863648.jpg, 24, 1035679109863648, no factual content, 12224.556811, 0.086246
./instagram/instagram_images/001.jpg, ./facebook_images/0025_184096565021911_1035684116529814.jpg, 25, 1035684116529814, no factual content, 6397.556397, 0.112637
./instagram/instagram_images/001.jpg, ./facebook_images/0026_184096565021911_1035706656527560.jpg, 26, 1035706656527560, mostly true, 6458.886878, 0.100138
./instagram/instagram_images/001.jpg, ./facebook_images/0027_184096565021911_1035726243192268.jpg, 27, 1035726243192268, mostly true, 6671.130416, 0.115740
./instagram/instagram_images/001.jpg, ./facebook_images/0028_184096565021911_1035738123191080.jpg, 28, 1035738123191080, no factual content, 5536.776877, 0.121321
./instagram/instagram_images/001.jpg, ./facebook_images/0029_184096565021911_1035748639856695.jpg, 29, 1035748639856695, mostly true, 5811.477904, 0.105540
./instagram/instagram_images/001.jpg, ./facebook_images/0030_184096565021911_1035767019854857.jpg, 30, 1035767019854857, no factual content, 7205.093216, 0.114136
./instagram/instagram_images/001.jpg, ./facebook_images/0031_184096565021911_1035778606520365.jpg, 31, 1035778606520365, mostly true, 6600.811002, 0.105084
./instagram/instagram_images/001.jpg, ./facebook_images/0032_184096565021911_1035801043184788.jpg, 32, 1035801043184788, mostly true, 9152.684386, 0.023205
./instagram/instagram_images/001.jpg, ./facebook_images/0033_184096565021911_1035825603182332.jpg, 33, 1035825603182332, mostly true, 5374.991544, 0.118791
./instagram/instagram_images/001.jpg, ./facebook_images/0034_184096565021911_1035859429845616.jpg, 34, 1035859429845616, mostly true, 12666.139513, 0.084890
./instagram/instagram_images/001.jpg, ./facebook_images/0035_184096565021911_1035884803176412.jpg, 35, 1035884803176412, mostly true, 6209.035058, 0.142592
./instagram/instagram_images/001.jpg, ./facebook_images/0037_184096565021911_1036151719816387.jpg, 37, 1036151719816387, mixture of true and false, 6436.379037, 0.130212
./instagram/instagram_images/001.jpg, ./facebook_images/0038_184096565021911_1036199296478296.jpg, 38, 1036199296478296, mostly true, 5157.225465, 0.129785
./instagram/instagram_images/001.jpg, ./facebook_images/0039_184096565021911_1036218169809742.jpg, 39, 1036218169809742, mostly true, 4600.711550, 0.089718
